№,Наименование организации,ИНН,ОГРН,Регион организации,Юридический адрес,Регион объекта,Адрес осуществления деятельности,Номер лицензии,Дата лицензии,Статус лицензии,Работы/услуги
1900,"Общество с ограниченной ответственностью ""ЭРКАФАРМ Санкт-Петербург""",7802634533,1177847320892,Санкт-Петербург,"194021, Россия, г. Санкт-Петербург, проспект 2-й Муринский, дом 51, литера А, помещение 22-Н",Санкт-Петербург,"196603, г. Санкт-Петербург, город Пушкин, Полковая улица, д. 1/25, лит. А, ч.пом.8Н",Л042-01148-78/00264860,2020-12-28,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1901,"Общество с ограниченной ответственностью ""ЭРКАФАРМ Санкт-Петербург""",7802634533,1177847320892,Санкт-Петербург,"194021, Россия, г. Санкт-Петербург, проспект 2-й Муринский, дом 51, литера А, помещение 22-Н",Санкт-Петербург,"194356, г. Санкт-Петербург, проспект Просвещения, д. 19, лит. А, ч.пом.1Н",Л042-01148-78/00264860,2020-12-28,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1902,"Общество с ограниченной ответственностью ""ЭРКАФАРМ Санкт-Петербург""",7802634533,1177847320892,Санкт-Петербург,"194021, Россия, г. Санкт-Петербург, проспект 2-й Муринский, дом 51, литера А, помещение 22-Н",Санкт-Петербург,"192242, г. Санкт-Петербург, ул. Будапештская, д.11, лит.А, ч.пом.2-Н",Л042-01148-78/00264860,2020-12-28,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1903,"Общество с ограниченной ответственностью ""ЭРКАФАРМ Санкт-Петербург""",7802634533,1177847320892,Санкт-Петербург,"194021, Россия, г. Санкт-Петербург, проспект 2-й Муринский, дом 51, литера А, помещение 22-Н",Санкт-Петербург,"193318, Санкт-Петербург, проспект Пятилеток, дом 2, лит. А, ч. Пом. 59-Н, ч. Пом. 64-Н",Л042-01148-78/00264860,2020-12-28,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1904,"Общество с ограниченной ответственностью ""ЭРКАФАРМ Санкт-Петербург""",7802634533,1177847320892,Санкт-Петербург,"194021, Россия, г. Санкт-Петербург, проспект 2-й Муринский, дом 51, литера А, помещение 22-Н",Санкт-Петербург,"190121, г. Санкт-Петербург, Английский пр-кт, д.40, лит.А, ч.пом.3-Н",Л042-01148-78/00264860,2020-12-28,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных средств для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1905,"Общество с ограниченной ответственностью ""Биотехнотроник-Фарма""",7804574840,1167847335952,Санкт-Петербург,"195271, Россия, г. Санкт-Петербург, вн.тер. Г. Муниципальный округ Пискаревка, пр-кт Кондратьевский,д. 72, лит. А. Помещ. 107, помещ. 11-Н",Санкт-Петербург,"197022, г. Санкт-Петербург, Льва Толстого ул., д.6-8, лит.Н, 5-Н",Л042-01148-78/00264858,2020-12-23,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1906,"Общество с ограниченной ответственностью ""Биотехнотроник-Фарма""",7804574840,1167847335952,Санкт-Петербург,"195271, Россия, г. Санкт-Петербург, вн.тер. Г. Муниципальный округ Пискаревка, пр-кт Кондратьевский,д. 72, лит. А. Помещ. 107, помещ. 11-Н",Санкт-Петербург,"197022, г. Санкт-Петербург, Льва Толстого ул., д.6-8, лит.АБ, 1-Н, ч.пом. №2",Л042-01148-78/00264858,2020-12-23,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1907,"Общество с ограниченной ответственностью ""Биотехнотроник-Фарма""",7804574840,1167847335952,Санкт-Петербург,"195271, Россия, г. Санкт-Петербург, вн.тер. Г. Муниципальный округ Пискаревка, пр-кт Кондратьевский,д. 72, лит. А. Помещ. 107, помещ. 11-Н",Санкт-Петербург,"197758, г. Санкт-Петербург, пос.Песочный, Ленинградская ул., д.68, литер У, 2-Н, ч.пом. №43",Л042-01148-78/00264858,2020-12-23,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1908,"Общество с ограниченной ответственностью ""Биотехнотроник-Фарма""",7804574840,1167847335952,Санкт-Петербург,"195271, Россия, г. Санкт-Петербург, вн.тер. Г. Муниципальный округ Пискаревка, пр-кт Кондратьевский,д. 72, лит. А. Помещ. 107, помещ. 11-Н",Санкт-Петербург,"197758, г. Санкт-Петербург, пос. Песочный, ул. Ленинградская, д.70, литера Б1, ч.п.287 в пом.1Н",Л042-01148-78/00264858,2020-12-23,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1909,"Общество с ограниченной ответственностью ""Биотехнотроник-Фарма""",7804574840,1167847335952,Санкт-Петербург,"195271, Россия, г. Санкт-Петербург, вн.тер. Г. Муниципальный округ Пискаревка, пр-кт Кондратьевский,д. 72, лит. А. Помещ. 107, помещ. 11-Н",Санкт-Петербург,"194156, г. Санкт-Петербург, проспект Пархоменко, дом 15, литер А, часть нежилого помещения 1Н (часть помещения № 195)",Л042-01148-78/00264858,2020-12-23,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1910,"Общество с ограниченной ответственностью ""Биотехнотроник-Фарма""",7804574840,1167847335952,Санкт-Петербург,"195271, Россия, г. Санкт-Петербург, вн.тер. Г. Муниципальный округ Пискаревка, пр-кт Кондратьевский,д. 72, лит. А. Помещ. 107, помещ. 11-Н",Санкт-Петербург,"197341, г. Санкт-Петербург, ул. Аккуратова, д.2, литер А, часть нежилого помещения 1Н (помещение № 111)",Л042-01148-78/00264858,2020-12-23,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1911,"Общество с ограниченной ответственностью ""Биотехнотроник-Фарма""",7804574840,1167847335952,Санкт-Петербург,"195271, Россия, г. Санкт-Петербург, вн.тер. Г. Муниципальный округ Пискаревка, пр-кт Кондратьевский,д. 72, лит. А. Помещ. 107, помещ. 11-Н",Санкт-Петербург,"197082, г. Санкт-Петербург, улица Оптиков, дом 54, лит. Е, 1-Н, пом. № 62",Л042-01148-78/00264858,2020-12-23,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1912,"Общество с ограниченной ответственностью ""Биотехнотроник-Фарма""",7804574840,1167847335952,Санкт-Петербург,"195271, Россия, г. Санкт-Петербург, вн.тер. Г. Муниципальный округ Пискаревка, пр-кт Кондратьевский,д. 72, лит. А. Помещ. 107, помещ. 11-Н",Санкт-Петербург,"195067, г. Санкт-Петербург, Пискаревский проспект, д.49, лит.А, 1Н, пом. №90",Л042-01148-78/00264858,2020-12-23,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1913,"Общество с ограниченной ответственностью ""Биотехнотроник-Фарма""",7804574840,1167847335952,Санкт-Петербург,"195271, Россия, г. Санкт-Петербург, вн.тер. Г. Муниципальный округ Пискаревка, пр-кт Кондратьевский,д. 72, лит. А. Помещ. 107, помещ. 11-Н",Санкт-Петербург,"194354, Санкт-Петербург, Северный проспект, д. 1,лит. А, 1-Н, ч. Пом. № 514",Л042-01148-78/00264858,2020-12-23,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; перевозка лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1914,"Общество с ограниченной ответственностью ""ТОРМИРЭ""",7820071925,1197847222880,Санкт-Петербург,"196601, Россия, Санкт-Петербург, город Пушкин, улица Оранжерейная, дом 17/27, литер А, помещение 1-Н, комната 19",Санкт-Петербург,"196601, Санкт-Петербург, улица Типанова, д.7, лит. А, пом.23-Н",Л042-01148-78/00264787,2021-06-16,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1915,"Общество с ограниченной ответственностью ""Крона 2""",7814788947,1217800054812,Санкт-Петербург,"197183, Россия, г. Санкт-Петербург, вн. Тер.г. Муниципальный округ Озеро Долгое, ул. Полевая Сабировская, д. 37, литера Е, помещ. 1-Н, ком. 2",Санкт-Петербург,"197372, Санкт-Петербург, Муниципальный округ Озеро Долгое, ул. Ильюшина, д. 14, стр.1, ЧЗ 1",Л042-01148-78/00264756,2021-06-09,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1916,"Индивидуальный предприниматель ""Журавлева Дина Геннадьевна""",220300048989,319784700379529,Санкт-Петербург,"196158, Россия, Г. Санкт-Петербург, ул.Звездная, д. 14, Лит.А, кв.104",Санкт-Петербург,"192236, г. Санкт-Петербург, ул.Софийская, д.33, корп.1, Лит. А, 1-Н, пом.18,19,20",Л042-01148-78/00264753,2020-12-28,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1917,"Индивидуальный предприниматель ""Журавлева Дина Геннадьевна""",220300048989,319784700379529,Санкт-Петербург,"196158, Россия, Г. Санкт-Петербург, ул.Звездная, д. 14, Лит.А, кв.104",Санкт-Петербург,"195220, г. Санкт-Петербург, Кушелевская дорога, дом 1, корп.1, строение 1, 1Н, часть пом.92",Л042-01148-78/00264753,2020-12-28,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1918,"Индивидуальный предприниматель ""Журавлева Дина Геннадьевна""",220300048989,319784700379529,Санкт-Петербург,"196158, Россия, Г. Санкт-Петербург, ул.Звездная, д. 14, Лит.А, кв.104",Санкт-Петербург,"198335, г. Санкт-Петербург, муниципальный округ Южно-Приморский, Ленинский проспект, дом 49, строение 1, 1Н, часть пом.31",Л042-01148-78/00264753,2020-12-28,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1919,"Индивидуальный предприниматель ""Киреева Венера Анверовна""",510402363276,321519000004792,Мурманская область,"184143, Россия, Мурманская область, г. Ковдор, улица Кошица, дом 12, квартира 78",Санкт-Петербург,"193168, г. Санкт-Петербург, проспект Большевиков, д. 18, лит. А, 1-Н, пом. №№ 82-84",Л042-01148-78/00264732,2021-06-09,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1920,"Общество с ограниченной ответственностью ""ЖилПроект""",7806432601,1107847151500,Санкт-Петербург,"190013, Россия, г. Санкт-Петербург, ул.Серпуховская, д. 20, лит. А, пом. 2Н",Санкт-Петербург,"190013, г. Санкт-Петербург, Серпуховская ул., д. 20, лит. А, пом. 2-Н",Л042-01148-78/00264687,2016-12-01,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1921,"Индивидуальный предприниматель ""Рыбалкова Оксана Владимировна""",312336605792,321312300021462,Белгородская область,"308024, Россия, Белгородская область, г. Белгород, улица 5 августа, дом 44, квартира 9",Санкт-Петербург,"198216, г. Санкт-Петербург, Ленинский проспект, д.130/6, лит. А, пом.8-Н",Л042-01148-78/00264685,2021-06-02,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1922,"Индивидуальный предприниматель ""Рыбалкова Оксана Владимировна""",312336605792,321312300021462,Белгородская область,"308024, Россия, Белгородская область, г. Белгород, улица 5 августа, дом 44, квартира 9",Санкт-Петербург,"198216, г. Санкт-Петербург, бульвар Новаторов, д.8, лит. А, пом.40-Н.",Л042-01148-78/00264685,2021-06-02,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1923,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"197046, г. Санкт-Петербург, Мичуринская ул., д.12, лит.А, пом.2-Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1924,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"190068, г. Санкт-Петербург, Вознесенский проспект, д. 47, лит. А, пом. 49Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1925,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"196634, г. Санкт-Петербург, поселок Шушары, Колпинское шоссе, дом 32, строение 1, пом. 58,59",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1926,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"190005, г. Санкт-Петербург, Измайловский проспект, дом 31, литера А, 22Н, пом. №1,2,5,6",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1927,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"194358, г. Санкт-Петербург, Парголово, улица Михаила Дудина, дом 25, корпус 1, литера А, пом. 63-Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1928,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"199406, г. Санкт-Петербург, Гаванская ул., д. 42, лит.А, пом.13-Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1929,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"198260, г. Санкт-Петербург, ул. Солдата Корзуна, д. 40, литера Г2, 2Н, часть пом. №1",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1930,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"197101, г. Санкт-Петербург, Каменноостровский пр., д. 10, лит. М, пом. 6Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1931,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"196643, г. Санкт-Петербург, поселок Понтонный, Южная улица, участок 30 (у дома 35, литера А), пом. 1-Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1932,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"198412, г. Санкт-Петербург, город Ломоносов, Михайловская улица, дом 40/7, строение 1, 1-Н, часть пом.22",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1933,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"194044, г. Санкт-Петербург, Финляндский проспект, дом 1, литера А, 14-Н, пом.2,6",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1934,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"198262, г. Санкт-Петербург, улица Лени Голикова, дом 25, корпус 2",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1935,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"196143, г. Санкт-Петербург, улица Ленсовета, д. 28/25, литер А, пом. 4-Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1936,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"196655, г. Санкт-Петербург, г. Колпино, ул. Труда, д. 7/5, литера А, 11Н, часть пом. 24, пом. 25",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1937,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"196233, г. Санкт-Петербург, ул. Орджоникидзе, д. 52, лит. А, 16-Н, пом. № 1,2",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1938,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"193313, г. Санкт-Петербург, Искровский пр., д. 12, лит. А, 3-Н, пом. №1-3",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1939,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"198095, г. Санкт-Петербург, ул. Трефолева, д. 15, лит. А, 18-Н, ч. Пом. №22, пом. №23-28",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1940,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"196657, г. Санкт-Петербург, город Колпино, бульвар Трудящихся, д. 22, лит. А, пом. 11-Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1941,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"196006, г. Санкт-Петербург, Заставская ул., дом 46, корпус 1, литера А, 9-Н, пом.1,3,4, часть пом.2",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1942,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"195253, г. Санкт-Петербург, Маршала Тухачевского ул., дом 23, строение 1, часть помещение 16-Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1943,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"195253, г. Санкт-Петербург, Маршала Тухачевского ул., дом 3, литера А, часть пом.1-Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
1944,"Общество с ограниченной ответственностью ""Аптека Дао-Фарм""",7805180253,1027802747026,Санкт-Петербург,"197046, Россия, г. Санкт-Петербург, Мичуринская ул, д. 12, лит. А, пом. 2Н",Санкт-Петербург,"197198, г. Санкт-Петербург, Большая Пушкарская ул., д. 1/8, литера А, пом.1-Н",Л042-01148-78/00264683,2020-10-14,Действует,Фармацевтическая деятельность: отпуск лекарственных препаратов для медицинского применения; розничная торговля лекарственными препаратами для медицинского применения; хранение лекарственных препаратов для медицинского применения
